filename,speech_name,noise_name,realization,SNR
F200509_SNOW2_inf,F200509,SNOW,2,inf
F200509_SNOW3_-20,F200509,SNOW,3,-20.0
F200509_SNOW3_-10,F200509,SNOW,3,-10.0
F200509_SNOW3_-5,F200509,SNOW,3,-5.0
F200509_SNOW3_0,F200509,SNOW,3,0.0
F200509_SNOW3_5,F200509,SNOW,3,5.0
F200509_SNOW3_10,F200509,SNOW,3,10.0
F200509_SNOW3_20,F200509,SNOW,3,20.0
F200509_SNOW3_inf,F200509,SNOW,3,inf
F200509_SNOW4_-20,F200509,SNOW,4,-20.0
F200509_SNOW4_-10,F200509,SNOW,4,-10.0
F200509_SNOW4_-5,F200509,SNOW,4,-5.0
F200509_SNOW4_0,F200509,SNOW,4,0.0
F200509_SNOW4_5,F200509,SNOW,4,5.0
F200509_SNOW4_10,F200509,SNOW,4,10.0
F200509_SNOW4_20,F200509,SNOW,4,20.0
F200509_SNOW4_inf,F200509,SNOW,4,inf
F200509_VACUUM0_-20,F200509,VACUUM,0,-20.0
F200509_VACUUM0_-10,F200509,VACUUM,0,-10.0
F200509_VACUUM0_-5,F200509,VACUUM,0,-5.0
F200509_VACUUM0_0,F200509,VACUUM,0,0.0
F200509_VACUUM0_5,F200509,VACUUM,0,5.0
F200509_VACUUM0_10,F200509,VACUUM,0,10.0
F200509_VACUUM0_20,F200509,VACUUM,0,20.0
F200509_VACUUM0_inf,F200509,VACUUM,0,inf
F200509_VACUUM1_-20,F200509,VACUUM,1,-20.0
F200509_VACUUM1_-10,F200509,VACUUM,1,-10.0
F200509_VACUUM1_-5,F200509,VACUUM,1,-5.0
F200509_VACUUM1_0,F200509,VACUUM,1,0.0
F200509_VACUUM1_5,F200509,VACUUM,1,5.0
F200509_VACUUM1_10,F200509,VACUUM,1,10.0
F200509_VACUUM1_20,F200509,VACUUM,1,20.0
F200509_VACUUM1_inf,F200509,VACUUM,1,inf
F200509_VACUUM2_-20,F200509,VACUUM,2,-20.0
F200509_VACUUM2_-10,F200509,VACUUM,2,-10.0
F200509_VACUUM2_-5,F200509,VACUUM,2,-5.0
F200509_VACUUM2_0,F200509,VACUUM,2,0.0
F200509_VACUUM2_5,F200509,VACUUM,2,5.0
F200509_VACUUM2_10,F200509,VACUUM,2,10.0
F200509_VACUUM2_20,F200509,VACUUM,2,20.0
F200509_VACUUM2_inf,F200509,VACUUM,2,inf
F200509_VACUUM3_-20,F200509,VACUUM,3,-20.0
F200509_VACUUM3_-10,F200509,VACUUM,3,-10.0
F200509_VACUUM3_-5,F200509,VACUUM,3,-5.0
F200509_VACUUM3_0,F200509,VACUUM,3,0.0
F200509_VACUUM3_5,F200509,VACUUM,3,5.0
F200509_VACUUM3_10,F200509,VACUUM,3,10.0
F200509_VACUUM3_20,F200509,VACUUM,3,20.0
F200509_VACUUM3_inf,F200509,VACUUM,3,inf
F200509_VACUUM4_-20,F200509,VACUUM,4,-20.0
F200509_VACUUM4_-10,F200509,VACUUM,4,-10.0
F200509_VACUUM4_-5,F200509,VACUUM,4,-5.0
F200509_VACUUM4_0,F200509,VACUUM,4,0.0
F200509_VACUUM4_5,F200509,VACUUM,4,5.0
F200509_VACUUM4_10,F200509,VACUUM,4,10.0
F200509_VACUUM4_20,F200509,VACUUM,4,20.0
F200509_VACUUM4_inf,F200509,VACUUM,4,inf
F200509_WASHING0_-20,F200509,WASHING,0,-20.0
F200509_WASHING0_-10,F200509,WASHING,0,-10.0
F200509_WASHING0_-5,F200509,WASHING,0,-5.0
F200509_WASHING0_0,F200509,WASHING,0,0.0
F200509_WASHING0_5,F200509,WASHING,0,5.0
F200509_WASHING0_10,F200509,WASHING,0,10.0
F200509_WASHING0_20,F200509,WASHING,0,20.0
F200509_WASHING0_inf,F200509,WASHING,0,inf
F200509_WASHING1_-20,F200509,WASHING,1,-20.0
F200509_WASHING1_-10,F200509,WASHING,1,-10.0
F200509_WASHING1_-5,F200509,WASHING,1,-5.0
F200509_WASHING1_0,F200509,WASHING,1,0.0
F200509_WASHING1_5,F200509,WASHING,1,5.0
F200509_WASHING1_10,F200509,WASHING,1,10.0
F200509_WASHING1_20,F200509,WASHING,1,20.0
F200509_WASHING1_inf,F200509,WASHING,1,inf
F200509_WASHING2_-20,F200509,WASHING,2,-20.0
F200509_WASHING2_-10,F200509,WASHING,2,-10.0
F200509_WASHING2_-5,F200509,WASHING,2,-5.0
F200509_WASHING2_0,F200509,WASHING,2,0.0
F200509_WASHING2_5,F200509,WASHING,2,5.0
F200509_WASHING2_10,F200509,WASHING,2,10.0
F200509_WASHING2_20,F200509,WASHING,2,20.0
F200509_WASHING2_inf,F200509,WASHING,2,inf
F200509_WASHING3_-20,F200509,WASHING,3,-20.0
F200509_WASHING3_-10,F200509,WASHING,3,-10.0
F200509_WASHING3_-5,F200509,WASHING,3,-5.0
F200509_WASHING3_0,F200509,WASHING,3,0.0
F200509_WASHING3_5,F200509,WASHING,3,5.0
F200509_WASHING3_10,F200509,WASHING,3,10.0
F200509_WASHING3_20,F200509,WASHING,3,20.0
F200509_WASHING3_inf,F200509,WASHING,3,inf
F200509_WASHING4_-20,F200509,WASHING,4,-20.0
F200509_WASHING4_-10,F200509,WASHING,4,-10.0
F200509_WASHING4_-5,F200509,WASHING,4,-5.0
F200509_WASHING4_0,F200509,WASHING,4,0.0
F200509_WASHING4_5,F200509,WASHING,4,5.0
F200509_WASHING4_10,F200509,WASHING,4,10.0
F200509_WASHING4_20,F200509,WASHING,4,20.0
F200509_WASHING4_inf,F200509,WASHING,4,inf
F200510_SNOW0_-20,F200510,SNOW,0,-20.0
F200510_SNOW0_-10,F200510,SNOW,0,-10.0
F200510_SNOW0_-5,F200510,SNOW,0,-5.0
F200510_SNOW0_0,F200510,SNOW,0,0.0
F200510_SNOW0_5,F200510,SNOW,0,5.0
F200510_SNOW0_10,F200510,SNOW,0,10.0
F200510_SNOW0_20,F200510,SNOW,0,20.0
F200510_SNOW0_inf,F200510,SNOW,0,inf
F200510_SNOW1_-20,F200510,SNOW,1,-20.0
F200510_SNOW1_-10,F200510,SNOW,1,-10.0
F200510_SNOW1_-5,F200510,SNOW,1,-5.0
F200510_SNOW1_0,F200510,SNOW,1,0.0
F200510_SNOW1_5,F200510,SNOW,1,5.0
F200510_SNOW1_10,F200510,SNOW,1,10.0
F200510_SNOW1_20,F200510,SNOW,1,20.0
F200510_SNOW1_inf,F200510,SNOW,1,inf
F200510_SNOW2_-20,F200510,SNOW,2,-20.0
F200510_SNOW2_-10,F200510,SNOW,2,-10.0
F200510_SNOW2_-5,F200510,SNOW,2,-5.0
F200510_SNOW2_0,F200510,SNOW,2,0.0
F200510_SNOW2_5,F200510,SNOW,2,5.0
F200510_SNOW2_10,F200510,SNOW,2,10.0
F200510_SNOW2_20,F200510,SNOW,2,20.0
F200510_SNOW2_inf,F200510,SNOW,2,inf
F200510_SNOW3_-20,F200510,SNOW,3,-20.0
F200510_SNOW3_-10,F200510,SNOW,3,-10.0
F200510_SNOW3_-5,F200510,SNOW,3,-5.0
F200510_SNOW3_0,F200510,SNOW,3,0.0
F200510_SNOW3_5,F200510,SNOW,3,5.0
F200510_SNOW3_10,F200510,SNOW,3,10.0
F200510_SNOW3_20,F200510,SNOW,3,20.0
F200510_SNOW3_inf,F200510,SNOW,3,inf
F200510_SNOW4_-20,F200510,SNOW,4,-20.0
F200510_SNOW4_-10,F200510,SNOW,4,-10.0
F200510_SNOW4_-5,F200510,SNOW,4,-5.0
F200510_SNOW4_0,F200510,SNOW,4,0.0
F200510_SNOW4_5,F200510,SNOW,4,5.0
F200510_SNOW4_10,F200510,SNOW,4,10.0
F200510_SNOW4_20,F200510,SNOW,4,20.0
F200510_SNOW4_inf,F200510,SNOW,4,inf
F200510_VACUUM0_-20,F200510,VACUUM,0,-20.0
F200510_VACUUM0_-10,F200510,VACUUM,0,-10.0
F200510_VACUUM0_-5,F200510,VACUUM,0,-5.0
F200510_VACUUM0_0,F200510,VACUUM,0,0.0
F200510_VACUUM0_5,F200510,VACUUM,0,5.0
F200510_VACUUM0_10,F200510,VACUUM,0,10.0
F200510_VACUUM0_20,F200510,VACUUM,0,20.0
F200510_VACUUM0_inf,F200510,VACUUM,0,inf
F200510_VACUUM1_-20,F200510,VACUUM,1,-20.0
F200510_VACUUM1_-10,F200510,VACUUM,1,-10.0
F200510_VACUUM1_-5,F200510,VACUUM,1,-5.0
F200510_VACUUM1_0,F200510,VACUUM,1,0.0
F200510_VACUUM1_5,F200510,VACUUM,1,5.0
F200510_VACUUM1_10,F200510,VACUUM,1,10.0
F200510_VACUUM1_20,F200510,VACUUM,1,20.0
F200510_VACUUM1_inf,F200510,VACUUM,1,inf
F200510_VACUUM2_-20,F200510,VACUUM,2,-20.0
F200510_VACUUM2_-10,F200510,VACUUM,2,-10.0
F200510_VACUUM2_-5,F200510,VACUUM,2,-5.0
F200510_VACUUM2_0,F200510,VACUUM,2,0.0
F200510_VACUUM2_5,F200510,VACUUM,2,5.0
F200510_VACUUM2_10,F200510,VACUUM,2,10.0
F200510_VACUUM2_20,F200510,VACUUM,2,20.0
F200510_VACUUM2_inf,F200510,VACUUM,2,inf
F200510_VACUUM3_-20,F200510,VACUUM,3,-20.0
F200510_VACUUM3_-10,F200510,VACUUM,3,-10.0
F200510_VACUUM3_-5,F200510,VACUUM,3,-5.0
F200510_VACUUM3_0,F200510,VACUUM,3,0.0
F200510_VACUUM3_5,F200510,VACUUM,3,5.0
F200510_VACUUM3_10,F200510,VACUUM,3,10.0
F200510_VACUUM3_20,F200510,VACUUM,3,20.0
F200510_VACUUM3_inf,F200510,VACUUM,3,inf
F200510_VACUUM4_-20,F200510,VACUUM,4,-20.0
F200510_VACUUM4_-10,F200510,VACUUM,4,-10.0
F200510_VACUUM4_-5,F200510,VACUUM,4,-5.0
F200510_VACUUM4_0,F200510,VACUUM,4,0.0
F200510_VACUUM4_5,F200510,VACUUM,4,5.0
F200510_VACUUM4_10,F200510,VACUUM,4,10.0
F200510_VACUUM4_20,F200510,VACUUM,4,20.0
F200510_VACUUM4_inf,F200510,VACUUM,4,inf
F200510_WASHING0_-20,F200510,WASHING,0,-20.0
F200510_WASHING0_-10,F200510,WASHING,0,-10.0
F200510_WASHING0_-5,F200510,WASHING,0,-5.0
F200510_WASHING0_0,F200510,WASHING,0,0.0
F200510_WASHING0_5,F200510,WASHING,0,5.0
F200510_WASHING0_10,F200510,WASHING,0,10.0
F200510_WASHING0_20,F200510,WASHING,0,20.0
F200510_WASHING0_inf,F200510,WASHING,0,inf
F200510_WASHING1_-20,F200510,WASHING,1,-20.0
F200510_WASHING1_-10,F200510,WASHING,1,-10.0
F200510_WASHING1_-5,F200510,WASHING,1,-5.0
F200510_WASHING1_0,F200510,WASHING,1,0.0
F200510_WASHING1_5,F200510,WASHING,1,5.0
F200510_WASHING1_10,F200510,WASHING,1,10.0
F200510_WASHING1_20,F200510,WASHING,1,20.0
F200510_WASHING1_inf,F200510,WASHING,1,inf
F200510_WASHING2_-20,F200510,WASHING,2,-20.0
F200510_WASHING2_-10,F200510,WASHING,2,-10.0
F200510_WASHING2_-5,F200510,WASHING,2,-5.0
F200510_WASHING2_0,F200510,WASHING,2,0.0
F200510_WASHING2_5,F200510,WASHING,2,5.0
F200510_WASHING2_10,F200510,WASHING,2,10.0
F200510_WASHING2_20,F200510,WASHING,2,20.0
F200510_WASHING2_inf,F200510,WASHING,2,inf
F200510_WASHING3_-20,F200510,WASHING,3,-20.0
F200510_WASHING3_-10,F200510,WASHING,3,-10.0
F200510_WASHING3_-5,F200510,WASHING,3,-5.0
F200510_WASHING3_0,F200510,WASHING,3,0.0
F200510_WASHING3_5,F200510,WASHING,3,5.0
F200510_WASHING3_10,F200510,WASHING,3,10.0
F200510_WASHING3_20,F200510,WASHING,3,20.0
F200510_WASHING3_inf,F200510,WASHING,3,inf
F200510_WASHING4_-20,F200510,WASHING,4,-20.0
F200510_WASHING4_-10,F200510,WASHING,4,-10.0
F200510_WASHING4_-5,F200510,WASHING,4,-5.0
F200510_WASHING4_0,F200510,WASHING,4,0.0
F200510_WASHING4_5,F200510,WASHING,4,5.0
F200510_WASHING4_10,F200510,WASHING,4,10.0
F200510_WASHING4_20,F200510,WASHING,4,20.0
F200510_WASHING4_inf,F200510,WASHING,4,inf
F200601_SNOW0_-20,F200601,SNOW,0,-20.0
F200601_SNOW0_-10,F200601,SNOW,0,-10.0
F200601_SNOW0_-5,F200601,SNOW,0,-5.0
F200601_SNOW0_0,F200601,SNOW,0,0.0
F200601_SNOW0_5,F200601,SNOW,0,5.0
F200601_SNOW0_10,F200601,SNOW,0,10.0
F200601_SNOW0_20,F200601,SNOW,0,20.0
F200601_SNOW0_inf,F200601,SNOW,0,inf
F200601_SNOW1_-20,F200601,SNOW,1,-20.0
F200601_SNOW1_-10,F200601,SNOW,1,-10.0
F200601_SNOW1_-5,F200601,SNOW,1,-5.0
F200601_SNOW1_0,F200601,SNOW,1,0.0
F200601_SNOW1_5,F200601,SNOW,1,5.0
F200601_SNOW1_10,F200601,SNOW,1,10.0
F200601_SNOW1_20,F200601,SNOW,1,20.0
F200601_SNOW1_inf,F200601,SNOW,1,inf
F200601_SNOW2_-20,F200601,SNOW,2,-20.0
F200601_SNOW2_-10,F200601,SNOW,2,-10.0
F200601_SNOW2_-5,F200601,SNOW,2,-5.0
F200601_SNOW2_0,F200601,SNOW,2,0.0
F200601_SNOW2_5,F200601,SNOW,2,5.0
F200601_SNOW2_10,F200601,SNOW,2,10.0
F200601_SNOW2_20,F200601,SNOW,2,20.0
F200601_SNOW2_inf,F200601,SNOW,2,inf
F200601_SNOW3_-20,F200601,SNOW,3,-20.0
F200601_SNOW3_-10,F200601,SNOW,3,-10.0
F200601_SNOW3_-5,F200601,SNOW,3,-5.0
F200601_SNOW3_0,F200601,SNOW,3,0.0
F200601_SNOW3_5,F200601,SNOW,3,5.0
F200601_SNOW3_10,F200601,SNOW,3,10.0
F200601_SNOW3_20,F200601,SNOW,3,20.0
F200601_SNOW3_inf,F200601,SNOW,3,inf
F200601_SNOW4_-20,F200601,SNOW,4,-20.0
F200601_SNOW4_-10,F200601,SNOW,4,-10.0
F200601_SNOW4_-5,F200601,SNOW,4,-5.0
F200601_SNOW4_0,F200601,SNOW,4,0.0
F200601_SNOW4_5,F200601,SNOW,4,5.0
F200601_SNOW4_10,F200601,SNOW,4,10.0
F200601_SNOW4_20,F200601,SNOW,4,20.0
F200601_SNOW4_inf,F200601,SNOW,4,inf
F200601_VACUUM0_-20,F200601,VACUUM,0,-20.0
F200601_VACUUM0_-10,F200601,VACUUM,0,-10.0
F200601_VACUUM0_-5,F200601,VACUUM,0,-5.0
F200601_VACUUM0_0,F200601,VACUUM,0,0.0
F200601_VACUUM0_5,F200601,VACUUM,0,5.0
F200601_VACUUM0_10,F200601,VACUUM,0,10.0
F200601_VACUUM0_20,F200601,VACUUM,0,20.0
F200601_VACUUM0_inf,F200601,VACUUM,0,inf
F200601_VACUUM1_-20,F200601,VACUUM,1,-20.0
F200601_VACUUM1_-10,F200601,VACUUM,1,-10.0
F200601_VACUUM1_-5,F200601,VACUUM,1,-5.0
F200601_VACUUM1_0,F200601,VACUUM,1,0.0
F200601_VACUUM1_5,F200601,VACUUM,1,5.0
F200601_VACUUM1_10,F200601,VACUUM,1,10.0
F200601_VACUUM1_20,F200601,VACUUM,1,20.0
F200601_VACUUM1_inf,F200601,VACUUM,1,inf
F200601_VACUUM2_-20,F200601,VACUUM,2,-20.0
F200601_VACUUM2_-10,F200601,VACUUM,2,-10.0
F200601_VACUUM2_-5,F200601,VACUUM,2,-5.0
F200601_VACUUM2_0,F200601,VACUUM,2,0.0
F200601_VACUUM2_5,F200601,VACUUM,2,5.0
F200601_VACUUM2_10,F200601,VACUUM,2,10.0
F200601_VACUUM2_20,F200601,VACUUM,2,20.0
F200601_VACUUM2_inf,F200601,VACUUM,2,inf
F200601_VACUUM3_-20,F200601,VACUUM,3,-20.0
F200601_VACUUM3_-10,F200601,VACUUM,3,-10.0
F200601_VACUUM3_-5,F200601,VACUUM,3,-5.0
F200601_VACUUM3_0,F200601,VACUUM,3,0.0
F200601_VACUUM3_5,F200601,VACUUM,3,5.0
F200601_VACUUM3_10,F200601,VACUUM,3,10.0
F200601_VACUUM3_20,F200601,VACUUM,3,20.0
F200601_VACUUM3_inf,F200601,VACUUM,3,inf
F200601_VACUUM4_-20,F200601,VACUUM,4,-20.0
F200601_VACUUM4_-10,F200601,VACUUM,4,-10.0
F200601_VACUUM4_-5,F200601,VACUUM,4,-5.0
F200601_VACUUM4_0,F200601,VACUUM,4,0.0
F200601_VACUUM4_5,F200601,VACUUM,4,5.0
F200601_VACUUM4_10,F200601,VACUUM,4,10.0
F200601_VACUUM4_20,F200601,VACUUM,4,20.0
F200601_VACUUM4_inf,F200601,VACUUM,4,inf
F200601_WASHING0_-20,F200601,WASHING,0,-20.0
F200601_WASHING0_-10,F200601,WASHING,0,-10.0
F200601_WASHING0_-5,F200601,WASHING,0,-5.0
F200601_WASHING0_0,F200601,WASHING,0,0.0
F200601_WASHING0_5,F200601,WASHING,0,5.0
F200601_WASHING0_10,F200601,WASHING,0,10.0
F200601_WASHING0_20,F200601,WASHING,0,20.0
F200601_WASHING0_inf,F200601,WASHING,0,inf
F200601_WASHING1_-20,F200601,WASHING,1,-20.0
F200601_WASHING1_-10,F200601,WASHING,1,-10.0
F200601_WASHING1_-5,F200601,WASHING,1,-5.0
F200601_WASHING1_0,F200601,WASHING,1,0.0
F200601_WASHING1_5,F200601,WASHING,1,5.0
F200601_WASHING1_10,F200601,WASHING,1,10.0
F200601_WASHING1_20,F200601,WASHING,1,20.0
F200601_WASHING1_inf,F200601,WASHING,1,inf
F200601_WASHING2_-20,F200601,WASHING,2,-20.0
F200601_WASHING2_-10,F200601,WASHING,2,-10.0
F200601_WASHING2_-5,F200601,WASHING,2,-5.0
F200601_WASHING2_0,F200601,WASHING,2,0.0
F200601_WASHING2_5,F200601,WASHING,2,5.0
F200601_WASHING2_10,F200601,WASHING,2,10.0
F200601_WASHING2_20,F200601,WASHING,2,20.0
F200601_WASHING2_inf,F200601,WASHING,2,inf
F200601_WASHING3_-20,F200601,WASHING,3,-20.0
F200601_WASHING3_-10,F200601,WASHING,3,-10.0
F200601_WASHING3_-5,F200601,WASHING,3,-5.0
F200601_WASHING3_0,F200601,WASHING,3,0.0
F200601_WASHING3_5,F200601,WASHING,3,5.0
F200601_WASHING3_10,F200601,WASHING,3,10.0
F200601_WASHING3_20,F200601,WASHING,3,20.0
F200601_WASHING3_inf,F200601,WASHING,3,inf
F200601_WASHING4_-20,F200601,WASHING,4,-20.0
F200601_WASHING4_-10,F200601,WASHING,4,-10.0
F200601_WASHING4_-5,F200601,WASHING,4,-5.0
F200601_WASHING4_0,F200601,WASHING,4,0.0
F200601_WASHING4_5,F200601,WASHING,4,5.0
F200601_WASHING4_10,F200601,WASHING,4,10.0
F200601_WASHING4_20,F200601,WASHING,4,20.0
F200601_WASHING4_inf,F200601,WASHING,4,inf
F200602_SNOW0_-20,F200602,SNOW,0,-20.0
F200602_SNOW0_-10,F200602,SNOW,0,-10.0
F200602_SNOW0_-5,F200602,SNOW,0,-5.0
F200602_SNOW0_0,F200602,SNOW,0,0.0
F200602_SNOW0_5,F200602,SNOW,0,5.0
F200602_SNOW0_10,F200602,SNOW,0,10.0
F200602_SNOW0_20,F200602,SNOW,0,20.0
F200602_SNOW0_inf,F200602,SNOW,0,inf
F200602_SNOW1_-20,F200602,SNOW,1,-20.0
F200602_SNOW1_-10,F200602,SNOW,1,-10.0
F200602_SNOW1_-5,F200602,SNOW,1,-5.0
F200602_SNOW1_0,F200602,SNOW,1,0.0
F200602_SNOW1_5,F200602,SNOW,1,5.0
F200602_SNOW1_10,F200602,SNOW,1,10.0
F200602_SNOW1_20,F200602,SNOW,1,20.0
F200602_SNOW1_inf,F200602,SNOW,1,inf
F200602_SNOW2_-20,F200602,SNOW,2,-20.0
F200602_SNOW2_-10,F200602,SNOW,2,-10.0
F200602_SNOW2_-5,F200602,SNOW,2,-5.0
F200602_SNOW2_0,F200602,SNOW,2,0.0
F200602_SNOW2_5,F200602,SNOW,2,5.0
F200602_SNOW2_10,F200602,SNOW,2,10.0
F200602_SNOW2_20,F200602,SNOW,2,20.0
F200602_SNOW2_inf,F200602,SNOW,2,inf
F200602_SNOW3_-20,F200602,SNOW,3,-20.0
F200602_SNOW3_-10,F200602,SNOW,3,-10.0
F200602_SNOW3_-5,F200602,SNOW,3,-5.0
F200602_SNOW3_0,F200602,SNOW,3,0.0
F200602_SNOW3_5,F200602,SNOW,3,5.0
F200602_SNOW3_10,F200602,SNOW,3,10.0
F200602_SNOW3_20,F200602,SNOW,3,20.0
F200602_SNOW3_inf,F200602,SNOW,3,inf
F200602_SNOW4_-20,F200602,SNOW,4,-20.0
F200602_SNOW4_-10,F200602,SNOW,4,-10.0
F200602_SNOW4_-5,F200602,SNOW,4,-5.0
F200602_SNOW4_0,F200602,SNOW,4,0.0
F200602_SNOW4_5,F200602,SNOW,4,5.0
F200602_SNOW4_10,F200602,SNOW,4,10.0
F200602_SNOW4_20,F200602,SNOW,4,20.0
F200602_SNOW4_inf,F200602,SNOW,4,inf
F200602_VACUUM0_-20,F200602,VACUUM,0,-20.0
F200602_VACUUM0_-10,F200602,VACUUM,0,-10.0
F200602_VACUUM0_-5,F200602,VACUUM,0,-5.0
F200602_VACUUM0_0,F200602,VACUUM,0,0.0
F200602_VACUUM0_5,F200602,VACUUM,0,5.0
F200602_VACUUM0_10,F200602,VACUUM,0,10.0
F200602_VACUUM0_20,F200602,VACUUM,0,20.0
F200602_VACUUM0_inf,F200602,VACUUM,0,inf
F200602_VACUUM1_-20,F200602,VACUUM,1,-20.0
F200602_VACUUM1_-10,F200602,VACUUM,1,-10.0
F200602_VACUUM1_-5,F200602,VACUUM,1,-5.0
F200602_VACUUM1_0,F200602,VACUUM,1,0.0
F200602_VACUUM1_5,F200602,VACUUM,1,5.0
F200602_VACUUM1_10,F200602,VACUUM,1,10.0
F200602_VACUUM1_20,F200602,VACUUM,1,20.0
F200602_VACUUM1_inf,F200602,VACUUM,1,inf
F200602_VACUUM2_-20,F200602,VACUUM,2,-20.0
F200602_VACUUM2_-10,F200602,VACUUM,2,-10.0
F200602_VACUUM2_-5,F200602,VACUUM,2,-5.0
F200602_VACUUM2_0,F200602,VACUUM,2,0.0
F200602_VACUUM2_5,F200602,VACUUM,2,5.0
F200602_VACUUM2_10,F200602,VACUUM,2,10.0
F200602_VACUUM2_20,F200602,VACUUM,2,20.0
F200602_VACUUM2_inf,F200602,VACUUM,2,inf
F200602_VACUUM3_-20,F200602,VACUUM,3,-20.0
F200602_VACUUM3_-10,F200602,VACUUM,3,-10.0
F200602_VACUUM3_-5,F200602,VACUUM,3,-5.0
F200602_VACUUM3_0,F200602,VACUUM,3,0.0
F200602_VACUUM3_5,F200602,VACUUM,3,5.0
F200602_VACUUM3_10,F200602,VACUUM,3,10.0
F200602_VACUUM3_20,F200602,VACUUM,3,20.0
F200602_VACUUM3_inf,F200602,VACUUM,3,inf
F200602_VACUUM4_-20,F200602,VACUUM,4,-20.0
F200602_VACUUM4_-10,F200602,VACUUM,4,-10.0
F200602_VACUUM4_-5,F200602,VACUUM,4,-5.0
F200602_VACUUM4_0,F200602,VACUUM,4,0.0
F200602_VACUUM4_5,F200602,VACUUM,4,5.0
F200602_VACUUM4_10,F200602,VACUUM,4,10.0
F200602_VACUUM4_20,F200602,VACUUM,4,20.0
F200602_VACUUM4_inf,F200602,VACUUM,4,inf
F200602_WASHING0_-20,F200602,WASHING,0,-20.0
F200602_WASHING0_-10,F200602,WASHING,0,-10.0
F200602_WASHING0_-5,F200602,WASHING,0,-5.0
F200602_WASHING0_0,F200602,WASHING,0,0.0
F200602_WASHING0_5,F200602,WASHING,0,5.0
F200602_WASHING0_10,F200602,WASHING,0,10.0
F200602_WASHING0_20,F200602,WASHING,0,20.0
F200602_WASHING0_inf,F200602,WASHING,0,inf
F200602_WASHING1_-20,F200602,WASHING,1,-20.0
F200602_WASHING1_-10,F200602,WASHING,1,-10.0
F200602_WASHING1_-5,F200602,WASHING,1,-5.0
F200602_WASHING1_0,F200602,WASHING,1,0.0
F200602_WASHING1_5,F200602,WASHING,1,5.0
F200602_WASHING1_10,F200602,WASHING,1,10.0
F200602_WASHING1_20,F200602,WASHING,1,20.0
F200602_WASHING1_inf,F200602,WASHING,1,inf
F200602_WASHING2_-20,F200602,WASHING,2,-20.0
F200602_WASHING2_-10,F200602,WASHING,2,-10.0
F200602_WASHING2_-5,F200602,WASHING,2,-5.0
F200602_WASHING2_0,F200602,WASHING,2,0.0
F200602_WASHING2_5,F200602,WASHING,2,5.0
F200602_WASHING2_10,F200602,WASHING,2,10.0
F200602_WASHING2_20,F200602,WASHING,2,20.0
F200602_WASHING2_inf,F200602,WASHING,2,inf
F200602_WASHING3_-20,F200602,WASHING,3,-20.0
F200602_WASHING3_-10,F200602,WASHING,3,-10.0
F200602_WASHING3_-5,F200602,WASHING,3,-5.0
F200602_WASHING3_0,F200602,WASHING,3,0.0
F200602_WASHING3_5,F200602,WASHING,3,5.0
F200602_WASHING3_10,F200602,WASHING,3,10.0
F200602_WASHING3_20,F200602,WASHING,3,20.0
F200602_WASHING3_inf,F200602,WASHING,3,inf
F200602_WASHING4_-20,F200602,WASHING,4,-20.0
F200602_WASHING4_-10,F200602,WASHING,4,-10.0
F200602_WASHING4_-5,F200602,WASHING,4,-5.0
F200602_WASHING4_0,F200602,WASHING,4,0.0
F200602_WASHING4_5,F200602,WASHING,4,5.0
F200602_WASHING4_10,F200602,WASHING,4,10.0
F200602_WASHING4_20,F200602,WASHING,4,20.0
F200602_WASHING4_inf,F200602,WASHING,4,inf
F200603_SNOW0_-20,F200603,SNOW,0,-20.0
F200603_SNOW0_-10,F200603,SNOW,0,-10.0
F200603_SNOW0_-5,F200603,SNOW,0,-5.0
F200603_SNOW0_0,F200603,SNOW,0,0.0
F200603_SNOW0_5,F200603,SNOW,0,5.0
F200603_SNOW0_10,F200603,SNOW,0,10.0
F200603_SNOW0_20,F200603,SNOW,0,20.0
F200603_SNOW0_inf,F200603,SNOW,0,inf
F200603_SNOW1_-20,F200603,SNOW,1,-20.0
F200603_SNOW1_-10,F200603,SNOW,1,-10.0
F200603_SNOW1_-5,F200603,SNOW,1,-5.0
F200603_SNOW1_0,F200603,SNOW,1,0.0
F200603_SNOW1_5,F200603,SNOW,1,5.0
F200603_SNOW1_10,F200603,SNOW,1,10.0
F200603_SNOW1_20,F200603,SNOW,1,20.0
F200603_SNOW1_inf,F200603,SNOW,1,inf
F200603_SNOW2_-20,F200603,SNOW,2,-20.0
F200603_SNOW2_-10,F200603,SNOW,2,-10.0
F200603_SNOW2_-5,F200603,SNOW,2,-5.0
F200603_SNOW2_0,F200603,SNOW,2,0.0
F200603_SNOW2_5,F200603,SNOW,2,5.0
F200603_SNOW2_10,F200603,SNOW,2,10.0
F200603_SNOW2_20,F200603,SNOW,2,20.0
F200603_SNOW2_inf,F200603,SNOW,2,inf
F200603_SNOW3_-20,F200603,SNOW,3,-20.0
F200603_SNOW3_-10,F200603,SNOW,3,-10.0
F200603_SNOW3_-5,F200603,SNOW,3,-5.0
F200603_SNOW3_0,F200603,SNOW,3,0.0
F200603_SNOW3_5,F200603,SNOW,3,5.0
F200603_SNOW3_10,F200603,SNOW,3,10.0
F200603_SNOW3_20,F200603,SNOW,3,20.0
F200603_SNOW3_inf,F200603,SNOW,3,inf
F200603_SNOW4_-20,F200603,SNOW,4,-20.0
F200603_SNOW4_-10,F200603,SNOW,4,-10.0
F200603_SNOW4_-5,F200603,SNOW,4,-5.0
